Year,Niveau de sécurité alimentaire du ménage,Géographie,Type de famille économique,Sexe,Groupe d'âge,Minorité visible,Population autochtone,GeoCode,Value
2018,Insécurité alimentaire modérée,Alberta,,Femme,Moins de 18 ans,,,48,10.3
2018,Insécurité alimentaire grave,Alberta,,Femme,Moins de 18 ans,,,48,4.9
2018,Sécurité alimentaire,Alberta,,Femme,18 à 64 ans,,,48,80.4
2018,Insécurité alimentaire,Alberta,,Femme,18 à 64 ans,,,48,19.6
2018,Insécurité alimentaire marginale,Alberta,,Femme,18 à 64 ans,,,48,5.1
2018,Insécurité alimentaire modérée ou grave,Alberta,,Femme,18 à 64 ans,,,48,14.4
2018,Insécurité alimentaire modérée,Alberta,,Femme,18 à 64 ans,,,48,8.6
2018,Insécurité alimentaire grave,Alberta,,Femme,18 à 64 ans,,,48,5.8
2018,Sécurité alimentaire,Alberta,,Femme,65 ans et plus,,,48,90.3
2018,Insécurité alimentaire,Alberta,,Femme,65 ans et plus,,,48,9.7
2018,Insécurité alimentaire marginale,Alberta,,Femme,65 ans et plus,,,48,2.4
2018,Insécurité alimentaire modérée ou grave,Alberta,,Femme,65 ans et plus,,,48,7.3
2018,Insécurité alimentaire modérée,Alberta,,Femme,65 ans et plus,,,48,4.0
2018,Insécurité alimentaire grave,Alberta,,Femme,65 ans et plus,,,48,3.3
2018,Sécurité alimentaire,Colombie-Britannique,,Les deux sexes,Moins de 18 ans,,,59,81.0
2018,Insécurité alimentaire,Colombie-Britannique,,Les deux sexes,Moins de 18 ans,,,59,19.0
2018,Insécurité alimentaire marginale,Colombie-Britannique,,Les deux sexes,Moins de 18 ans,,,59,5.3
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,Les deux sexes,Moins de 18 ans,,,59,13.7
2018,Insécurité alimentaire modérée,Colombie-Britannique,,Les deux sexes,Moins de 18 ans,,,59,10.2
2018,Insécurité alimentaire grave,Colombie-Britannique,,Les deux sexes,Moins de 18 ans,,,59,3.5
2018,Sécurité alimentaire,Colombie-Britannique,,Les deux sexes,18 à 64 ans,,,59,82.4
2018,Insécurité alimentaire,Colombie-Britannique,,Les deux sexes,18 à 64 ans,,,59,17.6
2018,Insécurité alimentaire marginale,Colombie-Britannique,,Les deux sexes,18 à 64 ans,,,59,4.8
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,Les deux sexes,18 à 64 ans,,,59,12.8
2018,Insécurité alimentaire modérée,Colombie-Britannique,,Les deux sexes,18 à 64 ans,,,59,8.4
2018,Insécurité alimentaire grave,Colombie-Britannique,,Les deux sexes,18 à 64 ans,,,59,4.3
2018,Sécurité alimentaire,Colombie-Britannique,,Les deux sexes,18 à 24 ans,,,59,79.1
2018,Insécurité alimentaire,Colombie-Britannique,,Les deux sexes,18 à 24 ans,,,59,20.9
2018,Insécurité alimentaire marginale,Colombie-Britannique,,Les deux sexes,18 à 24 ans,,,59,6.3
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,Les deux sexes,18 à 24 ans,,,59,14.6
2018,Insécurité alimentaire modérée,Colombie-Britannique,,Les deux sexes,18 à 24 ans,,,59,10.9
2018,Insécurité alimentaire grave,Colombie-Britannique,,Les deux sexes,18 à 24 ans,,,59,3.7
2018,Sécurité alimentaire,Colombie-Britannique,,Les deux sexes,25 à 34 ans,,,59,81.9
2018,Insécurité alimentaire,Colombie-Britannique,,Les deux sexes,25 à 34 ans,,,59,18.1
2018,Insécurité alimentaire marginale,Colombie-Britannique,,Les deux sexes,25 à 34 ans,,,59,5.3
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,Les deux sexes,25 à 34 ans,,,59,12.8
2018,Insécurité alimentaire modérée,Colombie-Britannique,,Les deux sexes,25 à 34 ans,,,59,8.0
2018,Insécurité alimentaire grave,Colombie-Britannique,,Les deux sexes,25 à 34 ans,,,59,4.8
2018,Sécurité alimentaire,Colombie-Britannique,,Les deux sexes,35 à 44 ans,,,59,82.5
2018,Insécurité alimentaire,Colombie-Britannique,,Les deux sexes,35 à 44 ans,,,59,17.5
2018,Insécurité alimentaire marginale,Colombie-Britannique,,Les deux sexes,35 à 44 ans,,,59,4.6
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,Les deux sexes,35 à 44 ans,,,59,12.9
2018,Insécurité alimentaire modérée,Colombie-Britannique,,Les deux sexes,35 à 44 ans,,,59,8.4
2018,Insécurité alimentaire grave,Colombie-Britannique,,Les deux sexes,35 à 44 ans,,,59,4.4
2018,Sécurité alimentaire,Colombie-Britannique,,Les deux sexes,45 à 54 ans,,,59,81.4
2018,Insécurité alimentaire,Colombie-Britannique,,Les deux sexes,45 à 54 ans,,,59,18.6
2018,Insécurité alimentaire marginale,Colombie-Britannique,,Les deux sexes,45 à 54 ans,,,59,4.3
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,Les deux sexes,45 à 54 ans,,,59,14.4
2018,Insécurité alimentaire modérée,Colombie-Britannique,,Les deux sexes,45 à 54 ans,,,59,9.2
2018,Insécurité alimentaire grave,Colombie-Britannique,,Les deux sexes,45 à 54 ans,,,59,5.2
2018,Sécurité alimentaire,Colombie-Britannique,,Les deux sexes,55 à 64 ans,,,59,86.0
2018,Insécurité alimentaire,Colombie-Britannique,,Les deux sexes,55 à 64 ans,,,59,14.0
2018,Insécurité alimentaire marginale,Colombie-Britannique,,Les deux sexes,55 à 64 ans,,,59,4.0
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,Les deux sexes,55 à 64 ans,,,59,10.0
2018,Insécurité alimentaire modérée,Colombie-Britannique,,Les deux sexes,55 à 64 ans,,,59,6.6
2018,Insécurité alimentaire grave,Colombie-Britannique,,Les deux sexes,55 à 64 ans,,,59,3.5
2018,Sécurité alimentaire,Colombie-Britannique,,Les deux sexes,65 ans et plus,,,59,91.4
2018,Insécurité alimentaire,Colombie-Britannique,,Les deux sexes,65 ans et plus,,,59,8.6
2018,Insécurité alimentaire marginale,Colombie-Britannique,,Les deux sexes,65 ans et plus,,,59,2.9
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,Les deux sexes,65 ans et plus,,,59,5.7
2018,Insécurité alimentaire modérée,Colombie-Britannique,,Les deux sexes,65 ans et plus,,,59,4.2
2018,Insécurité alimentaire grave,Colombie-Britannique,,Les deux sexes,65 ans et plus,,,59,1.6
2018,Sécurité alimentaire,Colombie-Britannique,Toutes les personnes,Homme,,,,59,83.8
2018,Insécurité alimentaire,Colombie-Britannique,Toutes les personnes,Homme,,,,59,16.2
2018,Insécurité alimentaire marginale,Colombie-Britannique,Toutes les personnes,Homme,,,,59,4.1
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,Toutes les personnes,Homme,,,,59,12.2
2018,Insécurité alimentaire modérée,Colombie-Britannique,Toutes les personnes,Homme,,,,59,8.2
2018,Insécurité alimentaire grave,Colombie-Britannique,Toutes les personnes,Homme,,,,59,4.0
2018,Sécurité alimentaire,Colombie-Britannique,,Homme,Moins de 18 ans,,,59,80.0
2018,Insécurité alimentaire,Colombie-Britannique,,Homme,Moins de 18 ans,,,59,20.0
2018,Insécurité alimentaire marginale,Colombie-Britannique,,Homme,Moins de 18 ans,,,59,5.7
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,Homme,Moins de 18 ans,,,59,14.3
2018,Insécurité alimentaire modérée,Colombie-Britannique,,Homme,Moins de 18 ans,,,59,11.0
2018,Insécurité alimentaire grave,Colombie-Britannique,,Homme,Moins de 18 ans,,,59,3.3
2018,Sécurité alimentaire,Colombie-Britannique,,Homme,18 à 64 ans,,,59,82.8
2018,Insécurité alimentaire,Colombie-Britannique,,Homme,18 à 64 ans,,,59,17.2
2018,Insécurité alimentaire marginale,Colombie-Britannique,,Homme,18 à 64 ans,,,59,4.0
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,Homme,18 à 64 ans,,,59,13.2
2018,Insécurité alimentaire modérée,Colombie-Britannique,,Homme,18 à 64 ans,,,59,8.3
2018,Insécurité alimentaire grave,Colombie-Britannique,,Homme,18 à 64 ans,,,59,4.9
2018,Sécurité alimentaire,Colombie-Britannique,,Homme,65 ans et plus,,,59,91.2
2018,Insécurité alimentaire,Colombie-Britannique,,Homme,65 ans et plus,,,59,8.8
2018,Insécurité alimentaire marginale,Colombie-Britannique,,Homme,65 ans et plus,,,59,2.9
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,Homme,65 ans et plus,,,59,5.9
2018,Insécurité alimentaire modérée,Colombie-Britannique,,Homme,65 ans et plus,,,59,4.5
2018,Sécurité alimentaire,Colombie-Britannique,Toutes les personnes,Femme,,,,59,83.8
2018,Insécurité alimentaire,Colombie-Britannique,Toutes les personnes,Femme,,,,59,16.2
2018,Insécurité alimentaire marginale,Colombie-Britannique,Toutes les personnes,Femme,,,,59,5.0
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,Toutes les personnes,Femme,,,,59,11.2
2018,Insécurité alimentaire modérée,Colombie-Britannique,Toutes les personnes,Femme,,,,59,7.8
2018,Insécurité alimentaire grave,Colombie-Britannique,Toutes les personnes,Femme,,,,59,3.4
2018,Sécurité alimentaire,Colombie-Britannique,,Femme,Moins de 18 ans,,,59,82.0
2018,Insécurité alimentaire,Colombie-Britannique,,Femme,Moins de 18 ans,,,59,18.0
2018,Insécurité alimentaire marginale,Colombie-Britannique,,Femme,Moins de 18 ans,,,59,5.0
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,Femme,Moins de 18 ans,,,59,13.1
2018,Insécurité alimentaire modérée,Colombie-Britannique,,Femme,Moins de 18 ans,,,59,9.4
2018,Insécurité alimentaire grave,Colombie-Britannique,,Femme,Moins de 18 ans,,,59,3.7
2018,Sécurité alimentaire,Colombie-Britannique,,Femme,18 à 64 ans,,,59,82.1
2018,Insécurité alimentaire,Colombie-Britannique,,Femme,18 à 64 ans,,,59,17.9
2018,Insécurité alimentaire marginale,Colombie-Britannique,,Femme,18 à 64 ans,,,59,5.6
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,Femme,18 à 64 ans,,,59,12.3
2018,Insécurité alimentaire modérée,Colombie-Britannique,,Femme,18 à 64 ans,,,59,8.5
2018,Insécurité alimentaire grave,Colombie-Britannique,,Femme,18 à 64 ans,,,59,3.8
2018,Sécurité alimentaire,Colombie-Britannique,,Femme,65 ans et plus,,,59,91.6
2018,Insécurité alimentaire,Colombie-Britannique,,Femme,65 ans et plus,,,59,8.4
2018,Insécurité alimentaire marginale,Colombie-Britannique,,Femme,65 ans et plus,,,59,2.9
2018,Insécurité alimentaire modérée ou grave,Colombie-Britannique,,Femme,65 ans et plus,,,59,5.6
2018,Insécurité alimentaire modérée,Colombie-Britannique,,Femme,65 ans et plus,,,59,3.8
2018,Insécurité alimentaire grave,Colombie-Britannique,,Femme,65 ans et plus,,,59,1.7
2019,Sécurité alimentaire,Canada,,Les deux sexes,Moins de 18 ans,,,,80.0
2019,Insécurité alimentaire,Canada,,Les deux sexes,Moins de 18 ans,,,,20.0
2019,Insécurité alimentaire marginale,Canada,,Les deux sexes,Moins de 18 ans,,,,6.7
2019,Insécurité alimentaire modérée,Canada,,Les deux sexes,Moins de 18 ans,,,,10.2
2019,Insécurité alimentaire grave,Canada,,Les deux sexes,Moins de 18 ans,,,,3.1
2019,Sécurité alimentaire,Canada,,Les deux sexes,18 à 64 ans,,,,83.2
2019,Insécurité alimentaire,Canada,,Les deux sexes,18 à 64 ans,,,,16.8
2019,Insécurité alimentaire marginale,Canada,,Les deux sexes,18 à 64 ans,,,,5.2
2019,Insécurité alimentaire modérée,Canada,,Les deux sexes,18 à 64 ans,,,,7.8
2019,Insécurité alimentaire grave,Canada,,Les deux sexes,18 à 64 ans,,,,3.8
2019,Sécurité alimentaire,Canada,,Les deux sexes,18 à 24 ans,,,,82.2
2019,Insécurité alimentaire,Canada,,Les deux sexes,18 à 24 ans,,,,17.8
2019,Insécurité alimentaire marginale,Canada,,Les deux sexes,18 à 24 ans,,,,6.1
2019,Insécurité alimentaire modérée,Canada,,Les deux sexes,18 à 24 ans,,,,8.2
2019,Insécurité alimentaire grave,Canada,,Les deux sexes,18 à 24 ans,,,,3.6
2019,Sécurité alimentaire,Canada,,Les deux sexes,25 à 34 ans,,,,81.9
2019,Insécurité alimentaire,Canada,,Les deux sexes,25 à 34 ans,,,,18.1
2019,Insécurité alimentaire marginale,Canada,,Les deux sexes,25 à 34 ans,,,,5.5
2019,Insécurité alimentaire modérée,Canada,,Les deux sexes,25 à 34 ans,,,,8.3
2019,Insécurité alimentaire grave,Canada,,Les deux sexes,25 à 34 ans,,,,4.3
2019,Sécurité alimentaire,Canada,,Les deux sexes,35 à 44 ans,,,,80.2
2019,Insécurité alimentaire,Canada,,Les deux sexes,35 à 44 ans,,,,19.8
2019,Insécurité alimentaire marginale,Canada,,Les deux sexes,35 à 44 ans,,,,6.4
2019,Insécurité alimentaire modérée,Canada,,Les deux sexes,35 à 44 ans,,,,9.6
2019,Insécurité alimentaire grave,Canada,,Les deux sexes,35 à 44 ans,,,,3.8
2019,Sécurité alimentaire,Canada,,Les deux sexes,45 à 54 ans,,,,84.5
2019,Insécurité alimentaire,Canada,,Les deux sexes,45 à 54 ans,,,,15.5
2019,Insécurité alimentaire marginale,Canada,,Les deux sexes,45 à 54 ans,,,,4.8
2019,Insécurité alimentaire modérée,Canada,,Les deux sexes,45 à 54 ans,,,,7.1
2019,Insécurité alimentaire grave,Canada,,Les deux sexes,45 à 54 ans,,,,3.6
2019,Sécurité alimentaire,Canada,,Les deux sexes,55 à 64 ans,,,,87.0
2019,Insécurité alimentaire,Canada,,Les deux sexes,55 à 64 ans,,,,13.0
2019,Insécurité alimentaire marginale,Canada,,Les deux sexes,55 à 64 ans,,,,3.5
2019,Insécurité alimentaire modérée,Canada,,Les deux sexes,55 à 64 ans,,,,5.9
2019,Insécurité alimentaire grave,Canada,,Les deux sexes,55 à 64 ans,,,,3.6
2019,Sécurité alimentaire,Canada,,Les deux sexes,65 ans et plus,,,,92.0
2019,Insécurité alimentaire,Canada,,Les deux sexes,65 ans et plus,,,,8.0
2019,Insécurité alimentaire marginale,Canada,,Les deux sexes,65 ans et plus,,,,2.9
2019,Insécurité alimentaire modérée,Canada,,Les deux sexes,65 ans et plus,,,,3.9
2019,Insécurité alimentaire grave,Canada,,Les deux sexes,65 ans et plus,,,,1.2
2019,Sécurité alimentaire,Canada,Toutes les personnes,Homme,,,,,84.4
2019,Insécurité alimentaire,Canada,Toutes les personnes,Homme,,,,,15.6
2019,Insécurité alimentaire marginale,Canada,Toutes les personnes,Homme,,,,,5.0
2019,Insécurité alimentaire modérée ou grave,Canada,Toutes les personnes,Homme,,,,,10.6
2019,Insécurité alimentaire modérée,Canada,Toutes les personnes,Homme,,,,,7.4
2019,Insécurité alimentaire grave,Canada,Toutes les personnes,Homme,,,,,3.1
2019,Sécurité alimentaire,Canada,,Homme,Moins de 18 ans,,,,79.8
2019,Insécurité alimentaire,Canada,,Homme,Moins de 18 ans,,,,20.2
2019,Insécurité alimentaire marginale,Canada,,Homme,Moins de 18 ans,,,,7.2
2019,Insécurité alimentaire modérée ou grave,Canada,,Homme,Moins de 18 ans,,,,13.0
2019,Insécurité alimentaire modérée,Canada,,Homme,Moins de 18 ans,,,,10.1
2019,Insécurité alimentaire grave,Canada,,Homme,Moins de 18 ans,,,,2.9
2019,Sécurité alimentaire,Canada,,Homme,18 à 64 ans,,,,83.8
2019,Insécurité alimentaire,Canada,,Homme,18 à 64 ans,,,,16.2
2019,Insécurité alimentaire marginale,Canada,,Homme,18 à 64 ans,,,,4.9
2019,Insécurité alimentaire modérée ou grave,Canada,,Homme,18 à 64 ans,,,,11.3
2019,Insécurité alimentaire modérée,Canada,,Homme,18 à 64 ans,,,,7.6
2019,Insécurité alimentaire grave,Canada,,Homme,18 à 64 ans,,,,3.7
2019,Sécurité alimentaire,Canada,,Homme,65 ans et plus,,,,92.3
2019,Insécurité alimentaire,Canada,,Homme,65 ans et plus,,,,7.7
2019,Insécurité alimentaire marginale,Canada,,Homme,65 ans et plus,,,,2.7
2019,Insécurité alimentaire modérée ou grave,Canada,,Homme,65 ans et plus,,,,5.0
2019,Insécurité alimentaire modérée,Canada,,Homme,65 ans et plus,,,,3.8
2019,Insécurité alimentaire grave,Canada,,Homme,65 ans et plus,,,,1.2
2019,Sécurité alimentaire,Canada,Toutes les personnes,Femme,,,,,83.9
2019,Insécurité alimentaire,Canada,Toutes les personnes,Femme,,,,,16.1
2019,Insécurité alimentaire marginale,Canada,Toutes les personnes,Femme,,,,,5.1
2019,Insécurité alimentaire modérée ou grave,Canada,Toutes les personnes,Femme,,,,,11.0
2019,Insécurité alimentaire modérée,Canada,Toutes les personnes,Femme,,,,,7.7
2019,Insécurité alimentaire grave,Canada,Toutes les personnes,Femme,,,,,3.3
2019,Sécurité alimentaire,Canada,,Femme,Moins de 18 ans,,,,80.3
2019,Insécurité alimentaire,Canada,,Femme,Moins de 18 ans,,,,19.7
2019,Insécurité alimentaire marginale,Canada,,Femme,Moins de 18 ans,,,,6.1
2019,Insécurité alimentaire modérée ou grave,Canada,,Femme,Moins de 18 ans,,,,13.6
2019,Insécurité alimentaire modérée,Canada,,Femme,Moins de 18 ans,,,,10.2
2019,Insécurité alimentaire grave,Canada,,Femme,Moins de 18 ans,,,,3.4
2019,Sécurité alimentaire,Canada,,Femme,18 à 64 ans,,,,82.6
2019,Insécurité alimentaire,Canada,,Femme,18 à 64 ans,,,,17.4
2019,Insécurité alimentaire marginale,Canada,,Femme,18 à 64 ans,,,,5.4
2019,Insécurité alimentaire modérée ou grave,Canada,,Femme,18 à 64 ans,,,,12.0
2019,Insécurité alimentaire modérée,Canada,,Femme,18 à 64 ans,,,,8.1
2019,Insécurité alimentaire grave,Canada,,Femme,18 à 64 ans,,,,3.9
2019,Sécurité alimentaire,Canada,,Femme,65 ans et plus,,,,91.7
2019,Insécurité alimentaire,Canada,,Femme,65 ans et plus,,,,8.3
2019,Insécurité alimentaire marginale,Canada,,Femme,65 ans et plus,,,,3.0
2019,Insécurité alimentaire modérée ou grave,Canada,,Femme,65 ans et plus,,,,5.3
2019,Insécurité alimentaire modérée,Canada,,Femme,65 ans et plus,,,,4.1
2019,Insécurité alimentaire grave,Canada,,Femme,65 ans et plus,,,,1.2
2019,Sécurité alimentaire,Provinces de l'Atlantique,,Les deux sexes,Moins de 18 ans,,,,76.1
2019,Insécurité alimentaire,Provinces de l'Atlantique,,Les deux sexes,Moins de 18 ans,,,,23.9
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,,Les deux sexes,Moins de 18 ans,,,,7.2
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,,Les deux sexes,Moins de 18 ans,,,,16.7
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,,Les deux sexes,Moins de 18 ans,,,,12.8
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,,Les deux sexes,Moins de 18 ans,,,,4.0
2019,Sécurité alimentaire,Provinces de l'Atlantique,,Les deux sexes,18 à 64 ans,,,,82.0
2019,Insécurité alimentaire,Provinces de l'Atlantique,,Les deux sexes,18 à 64 ans,,,,18.0
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,,Les deux sexes,18 à 64 ans,,,,5.5
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,,Les deux sexes,18 à 64 ans,,,,12.5
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,,Les deux sexes,18 à 64 ans,,,,7.8
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,,Les deux sexes,18 à 64 ans,,,,4.7
2019,Sécurité alimentaire,Provinces de l'Atlantique,,Les deux sexes,18 à 24 ans,,,,82.8
2019,Insécurité alimentaire,Provinces de l'Atlantique,,Les deux sexes,18 à 24 ans,,,,17.2
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,,Les deux sexes,18 à 24 ans,,,,5.0
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,,Les deux sexes,18 à 24 ans,,,,12.1
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,,Les deux sexes,18 à 24 ans,,,,6.9
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,,Les deux sexes,18 à 24 ans,,,,5.2
2019,Sécurité alimentaire,Provinces de l'Atlantique,,Les deux sexes,25 à 34 ans,,,,77.6
2019,Insécurité alimentaire,Provinces de l'Atlantique,,Les deux sexes,25 à 34 ans,,,,22.4
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,,Les deux sexes,25 à 34 ans,,,,8.2
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,,Les deux sexes,25 à 34 ans,,,,14.2
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,,Les deux sexes,25 à 34 ans,,,,8.3
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,,Les deux sexes,25 à 34 ans,,,,5.9
2019,Sécurité alimentaire,Provinces de l'Atlantique,,Les deux sexes,35 à 44 ans,,,,77.1
2019,Insécurité alimentaire,Provinces de l'Atlantique,,Les deux sexes,35 à 44 ans,,,,22.9
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,,Les deux sexes,35 à 44 ans,,,,6.0
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,,Les deux sexes,35 à 44 ans,,,,16.9
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,,Les deux sexes,35 à 44 ans,,,,12.4
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,,Les deux sexes,35 à 44 ans,,,,4.5
2019,Sécurité alimentaire,Provinces de l'Atlantique,,Les deux sexes,45 à 54 ans,,,,84.3
2019,Insécurité alimentaire,Provinces de l'Atlantique,,Les deux sexes,45 à 54 ans,,,,15.7
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,,Les deux sexes,45 à 54 ans,,,,4.6
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,,Les deux sexes,45 à 54 ans,,,,11.1
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,,Les deux sexes,45 à 54 ans,,,,7.0
